SeniorCitizen,tenure,MonthlyCharges,TotalCharges,Churn,AverageMonthlySpend,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,predicted_churn,Churn_Probability,Customer_Grade,Retention_Action
0,6,49.65,267.35,1,38.19285714285714,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0.6516670183297506,Grade C (Medium Risk),Offer 10% Discount
0,32,73.6,2316.85,0,70.20757575757575,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0.05296596481127563,Grade E (Safe),No Action Required
1,72,109.75,8075.35,0,110.62123287671233,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0.1037397589403798,Grade E (Safe),No Action Required
0,37,61.45,2302.35,0,60.58815789473684,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0.062470676035328125,Grade E (Safe),No Action Required
0,69,106.4,7251.9,0,103.59857142857142,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0.3878180453888613,Grade D (Low Risk),Send Personalized Email
0,26,81.9,2078.55,0,76.98333333333333,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0.22323477104707834,Grade E (Safe),No Action Required
0,58,105.2,6225.4,0,105.51525423728812,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0.39191152062890106,Grade D (Low Risk),Send Personalized Email
0,24,54.6,1242.25,0,49.69,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.1655050078127866,Grade E (Safe),No Action Required
0,5,20.55,99.45,0,16.575,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0.14295142014936502,Grade E (Safe),No Action Required
0,15,20.0,288.05,1,18.003125,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0.3364082637557011,Grade D (Low Risk),Send Personalized Email
0,30,19.7,599.25,0,19.330645161290324,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0.018361970641116214,Grade E (Safe),No Action Required
0,55,66.05,3462.1,0,61.823214285714286,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0.08335575782978182,Grade E (Safe),No Action Required
0,25,34.0,853.0,1,32.80769230769231,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0.5409826828943374,Grade C (Medium Risk),Offer 10% Discount
1,10,92.5,934.1,1,84.91818181818182,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0.8432699113542615,Grade B (High Risk),Offer 15% Discount
0,44,54.05,2375.2,0,52.78222222222222,1,1,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0.05479487589157165,Grade E (Safe),No Action Required
0,47,58.9,2813.05,0,58.60520833333334,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0.0979731350689376,Grade E (Safe),No Action Required
0,13,88.35,1222.8,1,87.34285714285714,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0.7739462124057553,Grade B (High Risk),Offer 15% Discount
0,49,107.95,5293.2,1,105.864,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0.4793357653905836,Grade D (Low Risk),Send Personalized Email
0,64,96.9,6314.35,0,97.14384615384616,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0.28081971154300445,Grade E (Safe),No Action Required
0,1,19.1,19.1,0,9.55,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0.3723797777137122,Grade D (Low Risk),Send Personalized Email
0,20,50.0,1003.05,0,47.76428571428571,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.32721840317316275,Grade D (Low Risk),Send Personalized Email
0,37,45.4,1593.1,0,41.92368421052631,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0.2154745021569996,Grade E (Safe),No Action Required
0,30,85.45,2509.95,0,80.96612903225805,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0.6659334040503078,Grade C (Medium Risk),Offer 10% Discount
0,38,84.1,3187.65,0,81.73461538461538,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0.25685197355830575,Grade E (Safe),No Action Required
1,1,74.45,74.45,1,37.225,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.938419026743783,Grade A (Critical Risk),Free 1 Month Subscription
0,37,64.75,2345.2,1,61.71578947368421,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0.45937731968221895,Grade D (Low Risk),Send Personalized Email
0,52,66.25,3330.1,0,62.83207547169811,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0.03286203810050711,Grade E (Safe),No Action Required
0,71,76.9,5522.7,0,76.70416666666667,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0.06181188304656456,Grade E (Safe),No Action Required
0,26,89.8,2335.3,1,86.4925925925926,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0.6585528769318743,Grade C (Medium Risk),Offer 10% Discount
0,66,74.6,4798.4,0,71.61791044776119,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0.09492246967575177,Grade E (Safe),No Action Required
0,72,116.95,8594.4,0,117.73150684931508,1,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0.06637227369581256,Grade E (Safe),No Action Required
0,25,40.65,970.55,0,37.32884615384615,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0.26298103845165927,Grade E (Safe),No Action Required
0,69,114.35,7665.8,0,109.51142857142855,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0.19622365363702907,Grade E (Safe),No Action Required
0,53,69.7,3686.05,0,68.2601851851852,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.034466383198961774,Grade E (Safe),No Action Required
0,12,95.5,1115.15,1,85.78076923076924,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0.6782455840318247,Grade C (Medium Risk),Offer 10% Discount
0,26,98.65,2537.0,0,93.96296296296296,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0.6810054183560454,Grade C (Medium Risk),Offer 10% Discount
0,21,61.65,1393.6,0,63.345454545454544,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0.2543133639028816,Grade E (Safe),No Action Required
0,1,89.35,89.35,0,44.675,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0.8577426082764031,Grade B (High Risk),Offer 15% Discount
0,48,95.4,4445.3,0,90.7204081632653,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0.5291905453773832,Grade C (Medium Risk),Offer 10% Discount
0,26,35.4,978.6,0,36.24444444444445,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0.24180267493501859,Grade E (Safe),No Action Required
0,60,19.95,1258.15,0,20.62540983606557,1,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0.01892937839046271,Grade E (Safe),No Action Required
0,18,19.25,331.35,0,17.439473684210526,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0.11305588892414853,Grade E (Safe),No Action Required
1,10,29.65,291.4,1,26.49090909090909,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0.7388485673210319,Grade C (Medium Risk),Offer 10% Discount
0,5,84.5,453.75,1,75.625,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0.771499953688636,Grade B (High Risk),Offer 15% Discount
0,4,20.4,84.75,0,16.95,0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0.13908422535615247,Grade E (Safe),No Action Required
0,65,24.75,1715.1,0,25.986363636363635,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0.015132577263839328,Grade E (Safe),No Action Required
0,70,25.35,1715.15,0,24.157042253521126,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0.002696214024759615,Grade E (Safe),No Action Required
0,18,90.7,1597.25,1,84.0657894736842,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0.6350684031140374,Grade C (Medium Risk),Offer 10% Discount
0,62,20.0,1250.1,0,19.84285714285714,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0.03471171185428905,Grade E (Safe),No Action Required
0,66,59.75,3996.8,0,59.65373134328358,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0.13395118559384633,Grade E (Safe),No Action Required
0,65,82.5,5215.1,0,79.01666666666667,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0.0659084217187108,Grade E (Safe),No Action Required
1,3,70.3,235.5,1,58.875,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.8094766506630229,Grade B (High Risk),Offer 15% Discount
0,34,20.35,673.2,0,19.234285714285715,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0.07482966522138369,Grade E (Safe),No Action Required
0,16,90.8,1442.2,0,84.83529411764707,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0.6709194670797497,Grade C (Medium Risk),Offer 10% Discount
0,54,103.95,5639.05,1,102.52818181818182,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0.5424435889777305,Grade C (Medium Risk),Offer 10% Discount
1,50,104.95,5222.35,0,102.39901960784314,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0.6451503462096674,Grade C (Medium Risk),Offer 10% Discount
0,71,105.25,7291.75,0,101.27430555555556,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0.20029090131321653,Grade E (Safe),No Action Required
0,10,74.75,799.65,1,72.69545454545454,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.8365265079668748,Grade B (High Risk),Offer 15% Discount
0,1,50.8,50.8,1,25.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0.7543215922210671,Grade B (High Risk),Offer 15% Discount
0,18,23.75,424.5,0,22.34210526315789,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0.10648713530830337,Grade E (Safe),No Action Required
0,4,61.3,249.4,0,49.88,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0.44973297510734783,Grade D (Low Risk),Send Personalized Email
0,58,75.8,4415.75,0,74.84322033898304,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0.04645541211495681,Grade E (Safe),No Action Required
0,56,98.0,5270.6,0,92.46666666666668,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0.43500396926079865,Grade D (Low Risk),Send Personalized Email
0,2,80.25,144.55,1,48.18333333333334,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0.8683360315097612,Grade B (High Risk),Offer 15% Discount
0,32,78.9,2447.95,1,74.18030303030302,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0.6677443463587976,Grade C (Medium Risk),Offer 10% Discount
0,56,52.0,2884.9,0,50.61228070175439,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0.10134048323655248,Grade E (Safe),No Action Required
0,36,84.75,3050.15,1,82.43648648648649,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0.7590752450755525,Grade B (High Risk),Offer 15% Discount
0,4,64.4,253.0,0,50.6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0.4375571549267237,Grade D (Low Risk),Send Personalized Email
0,53,85.45,4517.25,1,83.65277777777777,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.5524438745772315,Grade C (Medium Risk),Offer 10% Discount
0,10,45.8,436.2,0,39.654545454545456,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0.5357010881149237,Grade C (Medium Risk),Offer 10% Discount
0,4,30.5,118.4,0,23.68,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.5908558423773623,Grade C (Medium Risk),Offer 10% Discount
0,1,19.9,19.9,1,9.95,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0.6738540927249732,Grade C (Medium Risk),Offer 10% Discount
0,51,69.15,3649.6,0,70.18461538461538,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.37553271492613516,Grade D (Low Risk),Send Personalized Email
1,12,99.45,1200.15,1,92.31923076923076,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0.9100523744603675,Grade A (Critical Risk),Offer 20% Discount + Premium Support
0,6,49.25,255.6,0,36.51428571428571,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0.46099462404771846,Grade D (Low Risk),Send Personalized Email
0,63,39.35,2395.05,0,37.42265625,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0.05459588913177254,Grade E (Safe),No Action Required
0,1,70.6,70.6,1,35.3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.9074514949201025,Grade A (Critical Risk),Free 1 Month Subscription
0,48,105.1,5083.55,0,103.74591836734696,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0.5290277178220616,Grade C (Medium Risk),Offer 10% Discount
0,5,81.0,389.6,1,64.93333333333334,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0.8218932312377547,Grade B (High Risk),Offer 15% Discount
0,35,20.1,644.5,0,17.90277777777778,0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0.05270669033466647,Grade E (Safe),No Action Required
0,6,84.85,523.5,1,74.78571428571429,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0.8698938790161544,Grade B (High Risk),Offer 15% Discount
0,2,19.75,39.3,0,13.1,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0.15710703343526808,Grade E (Safe),No Action Required
0,50,19.75,989.05,0,19.39313725490196,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0.04487723770216513,Grade E (Safe),No Action Required
0,33,70.4,2406.1,0,70.76764705882353,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.6095811027962154,Grade C (Medium Risk),Offer 10% Discount
0,31,20.45,638.55,0,19.9546875,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0.01602143882444575,Grade E (Safe),No Action Required
0,9,20.35,191.1,0,19.11,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0.03777667959411473,Grade E (Safe),No Action Required
0,54,86.2,4524.05,0,82.25545454545455,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0.25478630983279954,Grade E (Safe),No Action Required
0,46,95.65,4664.2,0,99.23829787234042,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0.28012548939560666,Grade E (Safe),No Action Required
0,34,103.8,3470.8,0,99.16571428571427,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0.4448196923274752,Grade D (Low Risk),Send Personalized Email
0,71,97.2,6910.3,0,95.97638888888888,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0.20459693676111523,Grade E (Safe),No Action Required
0,63,63.55,4014.2,0,62.721875,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0.013353563922879367,Grade E (Safe),No Action Required
0,51,24.95,1288.0,0,24.76923076923077,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0.055387179383146655,Grade E (Safe),No Action Required
1,26,89.15,2277.65,1,84.35740740740741,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0.795352342279364,Grade B (High Risk),Offer 15% Discount
0,64,99.0,6375.8,0,98.08923076923077,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0.17267522986520387,Grade E (Safe),No Action Required
1,1,24.8,24.8,1,12.4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.850455299476372,Grade B (High Risk),Offer 15% Discount
1,61,85.55,5251.75,0,84.70564516129032,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0.19115275294335193,Grade E (Safe),No Action Required
0,15,94.0,1505.45,0,94.090625,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0.7048558649287899,Grade C (Medium Risk),Offer 10% Discount
0,64,105.65,6903.1,1,106.20153846153846,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,1,0,0,1,0.532619167713694,Grade C (Medium Risk),Offer 10% Discount
0,18,50.3,913.3,0,48.06842105263158,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.48647374703293733,Grade D (Low Risk),Send Personalized Email
0,57,95.0,5535.8,0,95.4448275862069,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0.3858065059816752,Grade D (Low Risk),Send Personalized Email
0,14,61.4,815.55,0,54.37,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0.1463659223747867,Grade E (Safe),No Action Required
1,18,80.55,1411.65,0,74.29736842105264,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0.612321317442278,Grade C (Medium Risk),Offer 10% Discount
1,72,78.5,5602.25,0,76.7431506849315,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.10997718944352658,Grade E (Safe),No Action Required
0,70,114.3,8244.3,0,116.11690140845069,1,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0.12018486142547428,Grade E (Safe),No Action Required
0,38,20.05,741.5,0,19.012820512820515,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0.01838565099467701,Grade E (Safe),No Action Required
0,68,62.65,4375.8,0,63.41739130434783,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0.041060162048579825,Grade E (Safe),No Action Required
0,13,80.85,1008.7,1,72.05,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0.7906788646001887,Grade B (High Risk),Offer 15% Discount
1,65,92.7,5968.4,0,90.43030303030302,1,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0.15665550398139733,Grade E (Safe),No Action Required
0,30,100.45,3096.9,0,99.9,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0.6461397305033887,Grade C (Medium Risk),Offer 10% Discount
0,51,75.2,3901.25,0,75.02403846153847,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0.07004171984903602,Grade E (Safe),No Action Required
0,31,84.75,2613.4,0,81.66875,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0.49382271731738125,Grade D (Low Risk),Send Personalized Email
0,9,89.45,853.1,1,85.31,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0.8462691708085676,Grade B (High Risk),Offer 15% Discount
0,72,79.5,5661.7,0,77.55753424657534,0,1,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0.044955934919419495,Grade E (Safe),No Action Required
0,10,72.15,794.25,1,72.20454545454545,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0.5145628064927538,Grade C (Medium Risk),Offer 10% Discount
0,37,19.8,695.05,0,18.29078947368421,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0.0548757957478329,Grade E (Safe),No Action Required
0,2,76.4,160.8,1,53.6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0.6869548089020777,Grade C (Medium Risk),Offer 10% Discount
0,55,100.9,5552.05,0,99.14375,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0.4025784876424944,Grade D (Low Risk),Send Personalized Email
0,33,95.3,3275.15,0,96.3279411764706,1,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0.49666533748937447,Grade D (Low Risk),Send Personalized Email
0,46,90.95,4236.6,0,90.1404255319149,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0.24751569859201045,Grade E (Safe),No Action Required
0,1,54.5,54.5,0,27.25,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.574285417565471,Grade C (Medium Risk),Offer 10% Discount
1,20,61.6,1174.35,1,55.92142857142856,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0.5140355595916,Grade C (Medium Risk),Offer 10% Discount
0,9,79.9,741.7,1,74.17,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0.8384862414355653,Grade B (High Risk),Offer 15% Discount
1,32,96.15,3019.25,1,91.49242424242424,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0.7243482070816046,Grade C (Medium Risk),Offer 10% Discount
0,19,49.6,962.9,0,48.145,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.3315389975572295,Grade D (Low Risk),Send Personalized Email
0,70,65.3,4759.75,1,67.03873239436619,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0.21145673516198205,Grade E (Safe),No Action Required
0,61,25.0,1498.35,0,24.166935483870965,0,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0.02013952716185247,Grade E (Safe),No Action Required
0,26,45.45,1233.15,0,45.672222222222224,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.30465934089457075,Grade D (Low Risk),Send Personalized Email
0,45,107.75,4882.8,0,106.14782608695651,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0.6796951408101977,Grade C (Medium Risk),Offer 10% Discount
0,62,89.1,5411.65,0,85.89920634920634,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0.1340113008274295,Grade E (Safe),No Action Required
0,1,19.65,19.65,1,9.825,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0.6448722043980338,Grade C (Medium Risk),Offer 10% Discount
0,3,44.75,148.05,0,37.0125,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6563420721325338,Grade C (Medium Risk),Offer 10% Discount
0,41,101.6,3930.55,0,93.58452380952382,0,1,1,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0.33425967137761814,Grade D (Low Risk),Send Personalized Email
