gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,AverageMonthlySpend,Churn,predicted_churn,Churn_Probability,CLV,Priority_Score,Priority_Level,Recommendation_Reason,Retention_Action,Revenue_At_Risk
Male,1,No,No,47,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,85.5,4042.3,84.21458333333334,1,0,0.4195395521688773,4018.5,43.47,Medium,Customer is using a month-to-month contract.,Recommend Annual Contract,35.87063171043901
Female,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,164.85,20.60625,1,0,0.3147474879693753,140.35,22.52,Low,Customer currently has low churn risk.,Regular Promotional Email,6.310687133785975
Female,0,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),113.65,8166.8,113.42777777777778,0,0,0.0722788709574878,8069.150000000001,33.37,Low,Customer is highly valuable and currently has low churn priority.,VIP Loyalty Rewards,8.214493684318489
Female,1,No,No,50,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,83.4,4113.7,80.66078431372549,0,1,0.5460252709765134,4170.0,52.85,Medium,Customer is using a month-to-month contract.,Recommend Annual Contract,45.538507599441225
Male,0,Yes,No,46,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Mailed check,65.65,3047.15,64.83297872340425,0,0,0.0239980816172367,3019.9,12.28,Low,"Customer has a long-term contract, which generally indicates stronger retention.",Early Renewal Bonus,1.5754740581715896
Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.4,70.4,35.2,1,1,0.8721590381417446,70.4,61.3,High,Customer is still in the early stage of the relationship.,Welcome Back Offer + Free Installation,61.39999628517882
Female,0,No,No,66,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),61.35,4193.4,62.58805970149253,0,0,0.0645794939098387,4049.1,18.73,Low,Customer has been with the company for a long time.,Anniversary Reward Coupon,3.961951951368605
Female,0,Yes,No,42,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),85.9,3729.75,86.73837209302326,0,0,0.4968117334560312,3607.8,47.44,Medium,Customer is using a month-to-month contract.,Recommend Annual Contract,42.67612790387308
Female,0,No,No,5,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,75.65,399.45,66.575,0,1,0.6984756355705605,378.25,50.22,Medium,Customer is relatively new.,Welcome Offer + Personalized Email,52.8396818309129
Male,0,Yes,Yes,7,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Electronic check,49.75,331.3,41.4125,1,0,0.3355606192990552,348.25,24.71,Low,Customer currently has low churn risk.,Regular Promotional Email,16.694140810127994
Male,0,No,No,29,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),70.9,1964.6,65.48666666666666,0,0,0.2590152170090886,2056.1000000000004,25.35,Low,Customer uses automatic payment and currently has low churn priority.,Cashback Reward,18.364178885944384
Female,0,Yes,Yes,27,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,49.85,1336.15,47.71964285714286,0,0,0.2349174396282103,1345.95,21.17,Low,Customer currently has low churn risk.,Regular Promotional Email,11.710634365466284
Female,1,No,No,15,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),75.3,1147.45,71.715625,1,1,0.6630010958301177,1129.5,50.37,Medium,Customer is using a month-to-month contract.,Recommend Annual Contract,49.92398251600786
Female,0,Yes,Yes,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.1,486.05,18.69423076923077,0,0,0.0435777712428843,502.50000000000006,4.81,Low,"Customer has a long-term contract, which generally indicates stronger retention.",Early Renewal Bonus,0.8759132019819744
Female,0,Yes,No,11,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.0,1078.9,89.90833333333335,1,1,0.8980488064073944,1034.0,66.49,High,Customer is still in the early stage of the relationship.,Welcome Back Offer + Free Installation,84.41658780229507
Male,0,Yes,No,57,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,103.05,5925.75,102.16810344827586,0,0,0.4715249520270261,5873.849999999999,53.62,Medium,Customer has relatively high monthly charges.,10% Discount on Monthly Bill,48.59064630638504
Male,0,No,No,67,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),118.35,7804.15,114.76691176470588,1,0,0.2619513179345548,7929.45,46.16,Medium,Customer has relatively high monthly charges.,10% Discount on Monthly Bill,31.001938477554557
Female,1,Yes,No,47,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,99.7,4747.2,98.9,0,1,0.7143200963801423,4685.900000000001,66.44,High,Customer is using a month-to-month contract.,Offer One-Year Contract with Discount,71.21771360910019
Female,0,No,No,13,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,81.9,1028.9,73.49285714285715,0,1,0.7635348518048003,1064.7,57.18,Medium,Customer is using a month-to-month contract.,Recommend Annual Contract,62.53350436281315
Male,0,No,No,8,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,30.45,226.45,25.16111111111111,1,1,0.6714637952797955,243.6,47.86,Medium,Customer is relatively new.,Welcome Offer + Personalized Email,20.446072566269773
Female,0,Yes,No,44,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.1,4364.1,96.98,1,1,0.7953018322033056,4228.4,70.51,High,Customer is using a month-to-month contract.,Offer One-Year Contract with Discount,76.42850607473767
Male,0,Yes,Yes,71,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,Yes,Electronic check,66.2,4692.55,65.17430555555556,0,0,0.1255110261304538,4700.2,25.28,Low,Customer has been with the company for a long time.,Anniversary Reward Coupon,8.308829929836042
Male,1,Yes,No,24,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.25,2433.9,97.356,1,1,0.8506353830712431,2502.0,68.32,High,Customer has high monthly charges.,25% Discount,88.6787386851771
Male,1,No,No,15,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,80.2,1217.25,76.078125,1,1,0.795580656141041,1203.0,59.91,Medium,Customer is using a month-to-month contract.,Recommend Annual Contract,63.805568622511494
Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.75,19.75,9.875,0,1,0.5083114092640776,19.75,35.65,Low,Customer currently has low churn risk.,Regular Promotional Email,10.039150332965532
Male,1,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,72.6,154.3,51.43333333333334,0,1,0.8775390245613334,145.2,61.94,High,Customer is still in the early stage of the relationship.,Welcome Back Offer + Free Installation,63.7093331831528
Male,1,No,No,55,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,116.5,6382.55,113.97410714285716,0,1,0.5817224165620489,6407.5,63.2,High,Customer has high lifetime value and should be retained.,Premium Support + Free Service Upgrade,67.7706615294787
Male,1,No,No,71,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,106.8,7623.2,105.87777777777778,0,0,0.2556725005597646,7582.8,44.5,Medium,Customer has relatively high monthly charges.,10% Discount on Monthly Bill,27.305823059782856
Male,0,Yes,Yes,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.95,1261.45,24.7343137254902,0,0,0.0280203614993858,1247.5,6.34,Low,"Customer has a long-term contract, which generally indicates stronger retention.",Early Renewal Bonus,0.6991080194096757
Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.25,89.25,44.625,0,1,0.9574315501657876,89.25,67.33,High,Customer is still in the early stage of the relationship.,Welcome Back Offer + Free Installation,85.45076585229654
Male,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.25,86.05,14.341666666666669,0,0,0.4613871925564721,96.25,32.63,Low,Customer currently has low churn risk.,Regular Promotional Email,8.881703456712088
Female,0,No,No,66,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),104.55,6779.05,101.17985074626866,0,0,0.1991849985693466,6900.3,38.15,Low,Customer is highly valuable and currently has low churn priority.,VIP Loyalty Rewards,20.824791600425186
Female,0,Yes,Yes,49,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,87.2,4345.0,86.9,0,0,0.091787652132421,4272.8,21.42,Low,Customer currently has low churn risk.,Regular Promotional Email,8.003883265947112
Female,1,Yes,No,3,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,30.75,82.85,20.7125,0,1,0.7703734855713557,92.25,54.25,Medium,Customer is relatively new.,Welcome Offer + Personalized Email,23.688984681319187
Male,0,Yes,Yes,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),25.7,1714.55,25.590298507462688,0,0,0.0533010508880536,1696.2,9.68,Low,Customer has been with the company for a long time.,Anniversary Reward Coupon,1.3698370078229773
Male,0,No,Yes,11,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,86.2,893.2,74.43333333333334,0,1,0.8028964697279632,948.2,59.53,Medium,Customer is relatively new.,Welcome Offer + Personalized Email,69.20967569055044
Male,0,No,No,28,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),30.1,810.85,27.96034482758621,0,0,0.4384503374994716,842.8000000000001,33.65,Low,Customer uses automatic payment and currently has low churn priority.,Cashback Reward,13.197355158734096
Male,0,Yes,No,65,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,99.35,6347.55,96.175,0,0,0.1893908049420058,6457.75,35.92,Low,Customer is highly valuable and currently has low churn priority.,VIP Loyalty Rewards,18.815976470988275
Female,0,No,No,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.2,1123.65,17.835714285714285,0,0,0.0286624510151246,1190.4,6.18,Low,Customer has been with the company for a long time.,Anniversary Reward Coupon,0.5503190594903923
Female,0,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.1,43.15,14.383333333333333,0,0,0.3841171520080181,40.2,27.03,Low,Customer currently has low churn risk.,Regular Promotional Email,7.720754755361164
Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.35,35.1,11.7,0,0,0.3998839284478763,40.7,28.13,Low,Customer uses automatic payment and currently has low churn priority.,Cashback Reward,8.137637943914283
Female,0,Yes,Yes,55,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.65,1388.0,24.785714285714285,0,0,0.035135422341296,1410.75,7.41,Low,"Customer has a long-term contract, which generally indicates stronger retention.",Early Renewal Bonus,0.9012235830542423
Male,1,Yes,No,41,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.55,3851.45,91.70119047619048,0,1,0.7486282276639729,3876.55,66.01,High,Customer is using a month-to-month contract.,Offer One-Year Contract with Discount,70.78279892562863
Female,0,Yes,Yes,17,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.2,1743.5,96.86111111111111,1,1,0.7912920856601724,1771.4,61.61,High,Customer has high monthly charges.,25% Discount,82.45263532578997
Female,0,No,No,30,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),94.4,2638.1,85.1,0,1,0.5344832859671371,2832.0,47.35,Medium,Customer has relatively high monthly charges.,10% Discount on Monthly Bill,50.45522219529775
Male,0,No,No,17,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Mailed check,56.1,946.95,52.60833333333333,0,0,0.1483061343349589,953.7,13.73,Low,Customer currently has low churn risk.,Regular Promotional Email,8.319974136191194
Female,0,Yes,Yes,16,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),68.25,1114.85,65.57941176470588,0,0,0.0605801165152638,1092.0,8.07,Low,"Customer has a long-term contract, which generally indicates stronger retention.",Early Renewal Bonus,4.134592952166754
Male,0,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.75,1777.6,24.350684931506848,0,0,0.0197183635727616,1782.0,7.63,Low,Customer has been with the company for a long time.,Anniversary Reward Coupon,0.48802949842584964
Male,0,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.25,684.85,68.485,0,1,0.8466121406370517,686.25,61.67,High,Customer is still in the early stage of the relationship.,Welcome Back Offer + Free Installation,64.5541757235752
Female,0,No,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,74.35,74.35,37.175,0,1,0.8567330496595149,74.35,60.23,High,Customer is still in the early stage of the relationship.,Welcome Back Offer + Free Installation,63.69810224218493
Male,0,No,Yes,23,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,54.15,1312.45,54.68541666666667,0,0,0.2539456780536791,1245.45,22.15,Low,Customer currently has low churn risk.,Regular Promotional Email,13.751158466606725
Male,0,No,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.45,159.2,17.688888888888886,0,0,0.2653312699426421,155.6,19.12,Low,Customer currently has low churn risk.,Regular Promotional Email,5.160693200384389
Male,0,Yes,Yes,19,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,34.95,610.2,30.51,0,0,0.3876618774479337,664.0500000000001,29.47,Low,Customer currently has low churn risk.,Regular Promotional Email,13.548782616805283
Female,0,No,No,7,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,53.65,404.35,50.54375,0,1,0.6294567831010329,375.55,45.38,Medium,Customer is relatively new.,Welcome Offer + Personalized Email,33.770356413370415
Male,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.65,69.65,34.825,1,1,0.91396893943368,69.65,64.22,High,Customer is still in the early stage of the relationship.,Welcome Back Offer + Free Installation,63.65793663155581
Male,0,No,No,61,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Electronic check,104.0,6363.45,102.63629032258063,0,0,0.3844070358902731,6344.0,49.17,Medium,Customer has relatively high monthly charges.,10% Discount on Monthly Bill,39.9783317325884
Female,0,Yes,No,57,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),70.35,4124.65,71.11465517241379,0,0,0.0372072624147867,4009.95,16.67,Low,"Customer has a long-term contract, which generally indicates stronger retention.",Early Renewal Bonus,2.6175309108802445
Male,0,No,No,9,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.8,713.1,71.31,1,1,0.8590898553227297,727.1999999999999,62.69,High,Customer is still in the early stage of the relationship.,Welcome Back Offer + Free Installation,69.41446031007656
Male,0,No,Yes,15,Yes,No,DSL,Yes,No,Yes,No,No,Yes,One year,No,Mailed check,64.85,950.75,59.421875,0,0,0.1843933505419256,972.75,16.32,Low,Customer currently has low churn risk.,Regular Promotional Email,11.957908782643875
Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.65,19.65,9.825,0,0,0.4187972726287947,19.65,29.38,Low,Customer currently has low churn risk.,Regular Promotional Email,8.229366407155815
Female,0,Yes,No,12,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),45.9,505.95,38.919230769230765,0,0,0.4468334415090198,550.8,33.21,Low,Customer currently has low churn risk.,Regular Promotional Email,20.50965496526401
Male,0,No,No,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.0,1149.65,20.90272727272728,0,0,0.023813956910325,1080.0,5.46,Low,"Customer has a long-term contract, which generally indicates stronger retention.",Early Renewal Bonus,0.47627913820650003
Male,0,Yes,Yes,4,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.8,169.65,33.93,0,1,0.5533869960577417,179.2,39.37,Low,Customer currently has low churn risk.,Regular Promotional Email,24.791737423386824
Female,0,No,No,7,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,80.3,526.7,65.8375,1,1,0.8166840805693083,562.1,59.14,Medium,Customer is relatively new.,Welcome Offer + Personalized Email,65.57973166971546
Female,0,Yes,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.35,393.15,18.72142857142857,0,0,0.1325431194872225,407.0,10.71,Low,Customer currently has low churn risk.,Regular Promotional Email,2.697252481564978
Female,0,No,Yes,26,No,No phone service,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,45.8,1147.0,42.48148148148148,0,0,0.2866606477746903,1190.8,24.24,Low,Customer currently has low churn risk.,Regular Promotional Email,13.129057668080815
Male,1,Yes,No,36,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.1,3021.6,81.66486486486487,1,1,0.8042488242415737,3027.6,66.92,High,Customer is using a month-to-month contract.,Offer One-Year Contract with Discount,67.63732611871635
Female,0,Yes,No,53,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),108.95,5718.2,105.8925925925926,0,0,0.4090837492107821,5774.35,48.9,Medium,Customer has relatively high monthly charges.,10% Discount on Monthly Bill,44.56967447651471
Male,0,No,No,3,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,69.35,191.35,47.8375,1,1,0.8011411272277624,208.05,56.81,Medium,Customer is relatively new.,Welcome Offer + Personalized Email,55.55913717324532
Female,0,No,No,68,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),64.35,4539.6,65.7913043478261,0,0,0.0377401632953353,4375.799999999999,18.0,Low,Customer has been with the company for a long time.,Anniversary Reward Coupon,2.4285795080548263
Male,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),90.8,6397.6,87.63835616438357,0,0,0.0416769683956019,6537.599999999999,25.86,Low,Customer is highly valuable and currently has low churn priority.,VIP Loyalty Rewards,3.7842687303206524
Male,0,No,No,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),24.95,280.4,21.569230769230767,0,0,0.217687355238858,299.4,16.29,Low,Customer uses automatic payment and currently has low churn priority.,Cashback Reward,5.431299513209507
Female,1,Yes,Yes,34,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,79.6,2718.3,77.66571428571429,1,1,0.5565642654299348,2706.4,48.46,Medium,Customer is using a month-to-month contract.,Recommend Annual Contract,44.302515528222806
Female,0,Yes,No,68,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),84.7,5711.05,82.76884057971014,0,0,0.1039650159076682,5759.6,27.49,Low,Customer is highly valuable and currently has low churn priority.,VIP Loyalty Rewards,8.805836847379497
Female,0,No,Yes,50,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),70.8,3478.15,68.19901960784314,0,0,0.0771939921631643,3540.0,17.82,Low,Customer uses automatic payment and currently has low churn priority.,Cashback Reward,5.465334645152033
Female,1,No,No,1,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,36.45,36.45,18.225,1,1,0.8652125779025892,36.45,60.69,High,Customer is still in the early stage of the relationship.,Welcome Back Offer + Free Installation,31.53699846454938
Female,1,No,No,41,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.4,4133.95,98.42738095238094,0,1,0.7974296859373194,4280.400000000001,70.84,High,Customer has high monthly charges.,25% Discount,83.25165921185615
Male,1,Yes,No,30,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,101.5,2917.65,94.11774193548388,0,1,0.8198416302197725,3045.0,68.07,High,Customer has high monthly charges.,25% Discount,83.21392546730691
Male,0,No,No,1,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,54.3,54.3,27.15,0,1,0.7498411745630393,54.3,52.68,Medium,Customer is relatively new.,Welcome Offer + Personalized Email,40.716375778773035
Male,1,Yes,Yes,29,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.95,2964.8,98.82666666666668,0,1,0.8001523247005453,3014.55,66.59,High,Customer has high monthly charges.,25% Discount,83.17583415262169
Female,0,Yes,Yes,23,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),91.1,2198.3,91.59583333333336,0,0,0.0997125513348419,2095.3,14.33,Low,"Customer has a long-term contract, which generally indicates stronger retention.",Early Renewal Bonus,9.083813426604097
Male,0,No,Yes,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.95,1189.9,19.50655737704918,0,0,0.0152830854847382,1197.0,5.27,Low,Customer has been with the company for a long time.,Anniversary Reward Coupon,0.30489755542052704
Female,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),26.45,1914.5,26.226027397260275,0,0,0.0189409957930959,1904.4,8.01,Low,Customer has been with the company for a long time.,Anniversary Reward Coupon,0.5009893387273865
Male,0,No,Yes,22,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.4,2001.5,87.02173913043478,1,1,0.6674660308778168,1966.8,53.62,Medium,Customer is using a month-to-month contract.,Recommend Annual Contract,59.67146316047682
Male,0,No,No,72,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),75.1,5336.35,73.10068493150685,0,0,0.0264400821061287,5407.2,20.82,Low,Customer is highly valuable and currently has low churn priority.,VIP Loyalty Rewards,1.9856501661702652
Female,1,No,No,66,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),108.1,7238.6,108.03880597014926,0,0,0.315277780748899,7134.599999999999,47.1,Medium,Customer has relatively high monthly charges.,10% Discount on Monthly Bill,34.08152809895598
Female,0,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,110.15,7998.8,109.57260273972604,0,0,0.2356490939161176,7930.8,44.32,Medium,Customer has relatively high monthly charges.,10% Discount on Monthly Bill,25.956747694860354
Female,1,Yes,No,47,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,80.35,3825.85,79.70520833333333,1,0,0.4851910064077012,3776.45,47.21,Medium,Customer is using a month-to-month contract.,Recommend Annual Contract,38.98509736485879
Female,0,No,No,51,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,111.5,5703.25,109.6778846153846,0,0,0.4910498512867544,5686.5,54.33,Medium,Customer has relatively high monthly charges.,10% Discount on Monthly Bill,54.75205841847311
Female,0,Yes,Yes,70,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,106.5,7397.0,104.1830985915493,0,0,0.4110436106265175,7455.0,54.93,Medium,Customer has relatively high monthly charges.,10% Discount on Monthly Bill,43.776144531724114
Male,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,19.9,164.6,16.46,0,0,0.3286879652448383,179.1,23.64,Low,Customer currently has low churn risk.,Regular Promotional Email,6.540890508372281
Male,0,Yes,Yes,59,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,111.1,6555.2,109.25333333333332,0,0,0.1327156988344123,6554.9,32.29,Low,Customer is highly valuable and currently has low churn priority.,VIP Loyalty Rewards,14.744714140503207
Male,0,No,Yes,3,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,70.7,225.65,56.4125,0,1,0.5327453231715324,212.1,38.04,Low,Customer currently has low churn risk.,Regular Promotional Email,37.66509434822735
Male,1,Yes,No,38,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.85,955.75,24.50641025641025,0,1,0.537930109087088,944.3,40.97,Medium,Customer is using a month-to-month contract.,Recommend Annual Contract,13.367563210814138
Female,0,No,No,37,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),91.2,3382.3,89.0078947368421,0,0,0.3836181192212563,3374.4,38.69,Low,Customer uses Fiber internet but currently has low churn priority.,Free Streaming Service Trial,34.98597247297858
Male,0,No,No,37,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),65.6,2313.8,60.88947368421053,0,0,0.0320173989245247,2427.2,10.76,Low,"Customer has a long-term contract, which generally indicates stronger retention.",Early Renewal Bonus,2.10034136944882
Female,1,Yes,No,24,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),40.65,933.3,37.332,1,1,0.624065282217814,975.6,47.11,Medium,Customer is using a month-to-month contract.,Recommend Annual Contract,25.368253722154137
Female,0,Yes,Yes,14,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),59.45,780.85,52.056666666666665,0,0,0.1907857498452862,832.3000000000001,16.28,Low,Customer currently has low churn risk.,Regular Promotional Email,11.342212828302266
Male,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),109.95,7852.4,107.56712328767122,0,0,0.1425259201392105,7916.400000000001,37.75,Low,Customer is highly valuable and currently has low churn priority.,VIP Loyalty Rewards,15.670724919306195
Male,0,Yes,No,53,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,60.45,3184.25,58.9675925925926,1,0,0.2816909930068956,3203.8500000000004,30.96,Low,Customer currently has low churn risk.,Regular Promotional Email,17.02822052726684
