gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,AverageMonthlySpend,Churn,predicted_churn,Churn_Probability,CLV,Priority_Score,Priority_Level,Recommendation_Reason,Retention_Action
Male,0,No,No,60,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Mailed check,79.0,4801.1,78.70655737704918,0,0,0.08228344887995359,4740.0,22.39,Low,Customer has been with the company for a long time.,Anniversary Reward Coupon
Male,0,No,No,58,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,104.65,6219.6,105.41694915254236,1,0,0.4981317416539213,6069.700000000001,56.17,Medium,Customer has relatively high monthly charges.,10% Discount on Monthly Bill
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.55,19.55,9.775,0,0,0.42230976215854316,19.55,29.63,Low,Customer currently has low churn risk.,Regular Promotional Email
Female,0,Yes,Yes,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.9,550.1,19.64642857142857,0,0,0.040298062679935236,537.3,4.71,Low,"Customer has a long-term contract, which generally indicates stronger retention.",Early Renewal Bonus
Male,1,Yes,Yes,66,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,116.25,7862.25,117.34701492537312,0,0,0.2782684520410396,7672.5,46.4,Medium,Customer has relatively high monthly charges.,10% Discount on Monthly Bill
Male,0,No,No,15,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),87.75,1242.2,77.6375,0,1,0.7626468471140909,1316.25,58.0,Medium,Customer is using a month-to-month contract.,Recommend Annual Contract
Male,1,Yes,No,47,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.05,4871.05,101.48020833333334,1,1,0.7823741558623767,4702.349999999999,71.27,High,Customer has high monthly charges.,25% Discount
Female,0,No,No,41,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),81.3,3190.65,75.96785714285714,0,1,0.5360544664175093,3333.2999999999997,49.22,Medium,Customer is using a month-to-month contract.,Recommend Annual Contract
Male,0,Yes,No,59,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,44.3,2666.75,44.44583333333333,0,1,0.5458244451723828,2613.7,47.38,Medium,Customer is using a month-to-month contract.,Recommend Annual Contract
Female,0,No,Yes,50,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Credit card (automatic),70.35,3533.6,69.28627450980392,0,0,0.0942294117004316,3517.4999999999995,18.94,Low,"Customer has a long-term contract, which generally indicates stronger retention.",Early Renewal Bonus
Male,0,Yes,Yes,17,No,No phone service,DSL,Yes,No,Yes,No,Yes,No,One year,No,Credit card (automatic),44.45,792.15,44.00833333333333,0,0,0.21323335548378983,755.6500000000001,17.58,Low,Customer uses automatic payment and currently has low churn priority.,Cashback Reward
Male,0,Yes,Yes,6,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.15,295.65,42.23571428571428,0,1,0.5176241308940198,294.9,37.27,Low,Customer currently has low churn risk.,Regular Promotional Email
Male,1,Yes,No,51,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),29.45,1459.35,28.064423076923077,0,0,0.3246614442334421,1501.95,28.0,Low,Customer uses automatic payment and currently has low churn priority.,Cashback Reward
Male,0,No,No,44,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,100.55,4398.15,97.73666666666666,1,1,0.5634046131266317,4424.2,54.96,Medium,Customer has relatively high monthly charges.,10% Discount on Monthly Bill
Male,0,Yes,No,49,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),85.3,4297.95,85.959,0,1,0.5148652398576676,4179.7,50.71,Medium,Customer is using a month-to-month contract.,Recommend Annual Contract
Male,0,No,No,2,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,95.65,167.3,55.76666666666667,1,1,0.9124891851800297,191.3,64.55,High,Customer is still in the early stage of the relationship.,Welcome Back Offer + Free Installation
Male,0,Yes,No,59,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Mailed check,69.1,4096.9,68.28166666666667,0,0,0.13200988575936845,4076.8999999999996,23.55,Low,Customer currently has low churn risk.,Regular Promotional Email
Male,1,No,No,50,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),70.35,3454.6,67.73725490196078,0,0,0.30259836814372587,3517.4999999999995,33.52,Low,Customer currently has low churn risk.,Regular Promotional Email
Female,0,Yes,Yes,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.6,1286.0,21.433333333333334,0,0,0.015064326478030991,1215.4,5.32,Low,"Customer has a long-term contract, which generally indicates stronger retention.",Early Renewal Bonus
Male,0,No,No,18,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,74.15,1387.0,73.0,0,1,0.6532927561834453,1334.7,50.41,Medium,Customer is using a month-to-month contract.,Recommend Annual Contract
Male,0,No,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,75.05,786.3,71.48181818181818,0,1,0.7714807529301966,750.5,56.64,Medium,Customer is relatively new.,Welcome Offer + Personalized Email
Male,0,Yes,No,14,Yes,No,DSL,No,No,No,No,No,No,One year,No,Electronic check,44.6,641.25,42.75,0,0,0.32565852763839276,624.4,24.99,Low,Customer currently has low churn risk.,Regular Promotional Email
Male,0,No,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),21.45,705.45,19.59583333333333,0,0,0.04275441507350496,750.75,5.63,Low,"Customer has a long-term contract, which generally indicates stronger retention.",Early Renewal Bonus
Male,0,Yes,Yes,8,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,43.45,345.5,38.388888888888886,0,0,0.3280116365559926,347.6,24.18,Low,Customer currently has low churn risk.,Regular Promotional Email
Male,0,Yes,Yes,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.05,345.9,18.20526315789473,0,0,0.11056561664007777,360.90000000000003,9.01,Low,Customer currently has low churn risk.,Regular Promotional Email
Female,0,Yes,Yes,60,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,No,Bank transfer (automatic),94.15,5811.8,95.27540983606558,0,0,0.16037838523780998,5649.0,31.05,Low,Customer is highly valuable and currently has low churn priority.,VIP Loyalty Rewards
Female,0,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,94.4,94.4,47.2,1,1,0.9342360172842333,94.4,65.73,High,Customer is still in the early stage of the relationship.,Welcome Back Offer + Free Installation
Female,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.55,124.45,17.77857142857143,0,0,0.10069624466420461,117.30000000000001,7.46,Low,"Customer has a long-term contract, which generally indicates stronger retention.",Early Renewal Bonus
Female,0,No,Yes,19,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,75.9,1375.6,68.78,0,0,0.334581670183871,1442.1000000000001,28.48,Low,Customer currently has low churn risk.,Regular Promotional Email
Male,0,Yes,Yes,53,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,No,Bank transfer (automatic),64.15,3491.55,64.65833333333333,0,0,0.04700950260297067,3399.9500000000003,15.22,Low,Customer currently has low churn risk.,Regular Promotional Email
Male,1,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),109.55,7920.7,108.5027397260274,0,0,0.1780851781647984,7887.599999999999,40.14,Medium,Customer has relatively high monthly charges.,10% Discount on Monthly Bill
Female,0,Yes,No,60,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),110.8,6640.7,108.8639344262295,0,0,0.2123433792462112,6648.0,38.19,Low,Customer is highly valuable and currently has low churn priority.,VIP Loyalty Rewards
Female,0,No,No,1,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),55.0,55.0,27.5,1,1,0.7739503129454727,55.0,54.37,Medium,Customer is relatively new.,Welcome Offer + Personalized Email
Female,0,No,Yes,13,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,53.45,718.1,51.29285714285714,0,0,0.26249903687452253,694.85,20.81,Low,Customer currently has low churn risk.,Regular Promotional Email
Female,0,Yes,Yes,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),69.95,320.4,53.4,0,1,0.6675983343923726,349.75,47.96,Medium,Customer is relatively new.,Welcome Offer + Personalized Email
Male,0,No,No,1,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.45,101.45,50.725,1,1,0.9671731815750139,101.45,68.06,High,Customer is still in the early stage of the relationship.,Welcome Back Offer + Free Installation
Male,0,Yes,Yes,13,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,97.0,1334.45,95.31785714285716,0,1,0.7192656458293131,1261.0,54.77,Medium,Customer has relatively high monthly charges.,10% Discount on Monthly Bill
Male,0,No,No,37,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),90.6,3358.65,88.38552631578948,0,0,0.20510298819146328,3352.2,26.12,Low,Customer currently has low churn risk.,Regular Promotional Email
Male,0,Yes,No,64,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,73.55,4764.0,73.29230769230769,0,0,0.32541308083889886,4707.2,39.3,Low,Customer has been with the company for a long time.,Anniversary Reward Coupon
Female,0,Yes,No,5,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),67.95,350.3,58.38333333333333,1,1,0.5399906790701734,339.75,38.99,Low,Customer currently has low churn risk.,Regular Promotional Email
Female,0,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),94.35,5703.0,91.98387096774194,0,0,0.1789073073766095,5755.349999999999,32.72,Low,Customer is highly valuable and currently has low churn priority.,VIP Loyalty Rewards
Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.5,69.5,34.75,1,1,0.9101474199012782,69.5,63.95,High,Customer is still in the early stage of the relationship.,Welcome Back Offer + Free Installation
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.85,18.85,9.425,1,1,0.5231452587667856,18.85,36.69,Low,Customer currently has low churn risk.,Regular Promotional Email
Male,0,No,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.4,525.55,19.46481481481481,0,0,0.11245889356429144,504.4,9.64,Low,Customer currently has low churn risk.,Regular Promotional Email
Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.2,69.2,34.6,1,1,0.9104511279243034,69.2,63.97,High,Customer is still in the early stage of the relationship.,Welcome Back Offer + Free Installation
Male,0,Yes,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.75,483.15,19.326,0,0,0.059202518361029535,474.0,5.81,Low,"Customer has a long-term contract, which generally indicates stronger retention.",Early Renewal Bonus
Male,0,Yes,No,17,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,54.6,934.8,51.93333333333333,0,0,0.4499638296250294,928.2,34.75,Low,Customer currently has low churn risk.,Regular Promotional Email
Female,0,No,Yes,26,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,29.8,786.5,29.12962962962963,0,0,0.43130419240120543,774.8000000000001,32.91,Low,Customer currently has low churn risk.,Regular Promotional Email
Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.65,69.65,34.825,1,1,0.9110684179872707,69.65,64.02,High,Customer is still in the early stage of the relationship.,Welcome Back Offer + Free Installation
Male,1,Yes,No,40,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,101.85,4086.3,99.6658536585366,1,1,0.6798220236622237,4074.0,61.88,High,Customer has high monthly charges.,25% Discount
Male,0,No,No,52,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.05,5364.8,101.22264150943396,0,1,0.7469366746307912,5358.599999999999,71.09,High,Customer has high lifetime value and should be retained.,Premium Support + Free Service Upgrade
Female,0,No,No,1,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,82.3,82.3,41.15,1,1,0.8910902990491555,82.3,62.67,High,Customer is still in the early stage of the relationship.,Welcome Back Offer + Free Installation
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.3,20.3,10.15,0,0,0.42004289592048316,20.3,29.47,Low,Customer currently has low churn risk.,Regular Promotional Email
Female,0,No,No,21,No,No phone service,DSL,Yes,No,No,Yes,No,No,Two year,No,Mailed check,35.1,770.4,35.018181818181816,0,0,0.08311815435265982,737.1,8.4,Low,"Customer has a long-term contract, which generally indicates stronger retention.",Early Renewal Bonus
Female,0,Yes,No,67,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),105.7,6816.95,100.24926470588235,0,0,0.4226820680697319,7081.900000000001,54.44,Medium,Customer has relatively high monthly charges.,10% Discount on Monthly Bill
Female,0,Yes,Yes,44,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),56.25,2419.55,53.76777777777778,0,0,0.1006500047435084,2475.0,15.73,Low,Customer currently has low churn risk.,Regular Promotional Email
Male,0,Yes,Yes,70,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,60.35,4138.7,58.29154929577464,0,0,0.1147893334703454,4224.5,22.86,Low,Customer has been with the company for a long time.,Anniversary Reward Coupon
Male,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,79.25,267.6,66.9,1,1,0.8238603944978927,237.75,58.5,Medium,Customer is relatively new.,Welcome Offer + Personalized Email
Male,0,Yes,Yes,56,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),59.8,3457.45,60.657017543859645,0,0,0.02807022689623612,3348.7999999999997,13.72,Low,"Customer has a long-term contract, which generally indicates stronger retention.",Early Renewal Bonus
Female,0,No,No,13,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.6,1115.2,79.65714285714286,1,1,0.8715264293372713,1099.8,64.87,High,Customer is using a month-to-month contract.,Offer One-Year Contract with Discount
Female,0,Yes,Yes,58,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),93.4,5435.6,92.12881355932204,1,0,0.42480701137893484,5417.200000000001,48.74,Medium,Customer has relatively high monthly charges.,10% Discount on Monthly Bill
Female,0,Yes,Yes,42,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.2,4186.3,97.35581395348838,1,1,0.7497027738800223,3956.4,66.36,High,Customer is using a month-to-month contract.,Offer One-Year Contract with Discount
Male,1,Yes,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,25.05,25.05,12.525,1,1,0.7613197623396447,25.05,53.38,Medium,Customer is relatively new.,Welcome Offer + Personalized Email
Female,0,Yes,Yes,46,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,No,Mailed check,99.65,4630.2,98.51489361702129,0,0,0.09741405660619219,4583.900000000001,22.9,Low,"Customer has a long-term contract, which generally indicates stronger retention.",Early Renewal Bonus
Female,0,Yes,Yes,63,Yes,No,DSL,Yes,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),50.65,3221.25,50.33203125,0,0,0.029006368130917552,3190.95,13.23,Low,Customer has been with the company for a long time.,Anniversary Reward Coupon
Male,0,No,No,11,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,60.9,688.5,57.375,0,0,0.4682129542066073,669.9,35.13,Low,Customer currently has low churn risk.,Regular Promotional Email
Male,0,Yes,Yes,15,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),59.65,867.1,54.19375,0,0,0.4170814269600639,894.75,32.34,Low,Customer currently has low churn risk.,Regular Promotional Email
Male,0,Yes,No,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,64.7,4746.05,65.01438356164384,0,0,0.072357168571238,4658.400000000001,21.41,Low,Customer has been with the company for a long time.,Anniversary Reward Coupon
Female,0,No,No,29,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),25.1,712.85,23.761666666666667,1,1,0.5063444941968418,727.9000000000001,38.0,Low,Customer uses automatic payment and currently has low churn priority.,Cashback Reward
Male,0,No,Yes,1,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,48.95,48.95,24.475,1,1,0.6340204498403766,48.95,44.55,Medium,Customer is relatively new.,Welcome Offer + Personalized Email
Female,0,Yes,Yes,6,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,54.85,355.1,50.72857142857144,0,1,0.5487841657052606,329.1,39.57,Low,Customer currently has low churn risk.,Regular Promotional Email
Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.3,45.3,22.65,1,1,0.7052717850725293,45.3,49.53,Medium,Customer is relatively new.,Welcome Offer + Personalized Email
Male,0,Yes,Yes,63,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,91.35,5764.7,90.0734375,0,0,0.38718825268025736,5755.049999999999,47.3,Medium,Customer has relatively high monthly charges.,10% Discount on Monthly Bill
Male,0,No,No,2,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,85.85,167.3,55.76666666666667,1,1,0.9144731203090786,171.7,64.62,High,Customer is still in the early stage of the relationship.,Welcome Back Offer + Free Installation
Female,0,Yes,Yes,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.1,428.45,22.55,0,0,0.07220556124232351,451.8,6.64,Low,"Customer has a long-term contract, which generally indicates stronger retention.",Early Renewal Bonus
Female,0,Yes,No,43,No,No phone service,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),34.0,1505.35,34.2125,0,0,0.18215597113060072,1462.0,17.88,Low,Customer currently has low churn risk.,Regular Promotional Email
Female,0,No,No,15,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Mailed check,45.9,693.45,43.340625,0,0,0.15309724248701992,688.5,13.13,Low,Customer currently has low churn risk.,Regular Promotional Email
Male,0,No,Yes,10,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,95.2,930.4,84.58181818181818,1,1,0.8382409269680018,952.0,62.02,High,Customer is still in the early stage of the relationship.,Welcome Back Offer + Free Installation
Male,0,Yes,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.5,1177.95,21.03482142857143,0,0,0.017315418030043186,1127.5,5.17,Low,"Customer has a long-term contract, which generally indicates stronger retention.",Early Renewal Bonus
Male,0,No,Yes,49,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),100.6,5069.65,101.393,1,0,0.39248557957220004,4929.4,44.77,Medium,Customer has relatively high monthly charges.,10% Discount on Monthly Bill
Male,0,Yes,Yes,6,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,55.3,324.25,46.32142857142857,1,0,0.4597833315972086,331.79999999999995,33.35,Low,Customer currently has low churn risk.,Regular Promotional Email
Male,0,Yes,Yes,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.35,1458.1,20.536619718309858,0,0,0.011121633831762243,1424.5,5.78,Low,Customer has been with the company for a long time.,Anniversary Reward Coupon
Male,1,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.85,156.4,52.13333333333333,1,1,0.8756721546731433,149.7,61.82,High,Customer is still in the early stage of the relationship.,Welcome Back Offer + Free Installation
Male,1,Yes,No,63,No,No phone service,DSL,Yes,No,No,Yes,No,No,One year,No,Bank transfer (automatic),36.1,2298.9,35.9203125,0,0,0.057460033875570395,2274.3,12.0,Low,Customer has been with the company for a long time.,Anniversary Reward Coupon
Female,0,No,No,25,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),65.8,1679.65,64.60192307692309,0,0,0.38832010236285575,1645.0,32.95,Low,Customer currently has low churn risk.,Regular Promotional Email
Female,1,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.35,369.6,19.45263157894737,0,0,0.14219336366974772,366.3,11.24,Low,Customer currently has low churn risk.,Regular Promotional Email
Male,1,Yes,No,28,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,105.8,2998.0,103.3793103448276,0,1,0.7843896089487408,2962.4,65.3,High,Customer has high monthly charges.,25% Discount
Female,1,No,No,53,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,96.75,5206.55,96.4175925925926,0,0,0.20964151263732203,5127.75,32.67,Low,Customer is highly valuable and currently has low churn priority.,VIP Loyalty Rewards
Male,0,No,No,35,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),102.35,3626.1,100.725,1,0,0.4760393645100584,3582.25,45.89,Medium,Customer has relatively high monthly charges.,10% Discount on Monthly Bill
Male,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,24.4,24.4,12.2,0,1,0.6834016447314114,24.4,47.92,Medium,Customer is relatively new.,Welcome Offer + Personalized Email
Male,0,Yes,No,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),115.65,7968.85,112.23732394366198,1,0,0.19050206715807044,8095.5,41.74,Medium,Customer has relatively high monthly charges.,10% Discount on Monthly Bill
Male,0,No,No,2,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,79.85,152.45,50.81666666666666,1,1,0.8443461398685823,159.7,59.66,Medium,Customer is relatively new.,Welcome Offer + Personalized Email
Female,0,Yes,No,26,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,73.05,1959.5,72.57407407407408,0,1,0.5424822394956108,1899.3,44.64,Medium,Customer is using a month-to-month contract.,Recommend Annual Contract
Female,0,No,No,34,Yes,No,DSL,Yes,Yes,No,No,No,Yes,One year,No,Electronic check,64.35,2053.05,58.65857142857144,0,0,0.19935520433870127,2187.8999999999996,21.63,Low,Customer currently has low churn risk.,Regular Promotional Email
Female,0,No,Yes,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.5,398.55,19.9275,0,0,0.05061609306126148,389.5,4.91,Low,"Customer has a long-term contract, which generally indicates stronger retention.",Early Renewal Bonus
Male,0,No,No,15,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,76.0,1130.85,70.678125,1,1,0.7601105235526598,1140.0,57.21,Medium,Customer is using a month-to-month contract.,Recommend Annual Contract
Female,0,Yes,Yes,62,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,No,Credit card (automatic),54.75,3425.35,54.37063492063492,0,0,0.04037433124112751,3394.5,14.74,Low,Customer has been with the company for a long time.,Anniversary Reward Coupon
Female,1,No,No,42,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.75,4323.45,100.5453488372093,1,1,0.7207469928870566,4399.5,65.89,High,Customer has high monthly charges.,25% Discount
Female,0,No,No,9,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,74.65,703.55,70.35499999999999,1,1,0.6368201078783396,671.85,46.93,Medium,Customer is relatively new.,Welcome Offer + Personalized Email
Male,0,No,No,24,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,51.15,1275.7,51.028,0,0,0.42045352042830375,1227.6,33.74,Low,Customer currently has low churn risk.,Regular Promotional Email
Male,1,Yes,No,68,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Electronic check,41.95,2965.75,42.981884057971016,0,0,0.05316457845361053,2852.6000000000004,13.73,Low,Customer has been with the company for a long time.,Anniversary Reward Coupon
Male,0,Yes,Yes,31,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,54.35,1647.0,51.46875,0,0,0.18317788716732422,1684.8500000000001,18.73,Low,Customer currently has low churn risk.,Regular Promotional Email
Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,56.25,56.25,28.125,1,1,0.8447053733998783,56.25,59.33,Medium,Customer is relatively new.,Welcome Offer + Personalized Email
Male,0,Yes,No,21,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,106.1,2249.95,102.27045454545454,1,1,0.8170027012376816,2228.1,65.01,High,Customer has high monthly charges.,25% Discount
Female,0,Yes,No,63,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,96.0,6109.75,95.46484375,0,0,0.4461036699155339,6048.0,52.45,Medium,Customer has relatively high monthly charges.,10% Discount on Monthly Bill
Female,1,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),79.75,159.4,53.13333333333333,1,1,0.8890032167973964,159.5,62.79,High,Customer is still in the early stage of the relationship.,Welcome Back Offer + Free Installation
Female,0,Yes,Yes,61,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),61.45,3751.15,60.50241935483872,0,0,0.06950318153695909,3748.4500000000003,18.02,Low,Customer has been with the company for a long time.,Anniversary Reward Coupon
Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,68.65,68.65,34.325,1,1,0.8731062732645477,68.65,61.36,High,Customer is still in the early stage of the relationship.,Welcome Back Offer + Free Installation
